IP;Latitude;Longitude;Model_Cam;District
10.3.52.10;50.413643;30.666393;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414015;30.666159;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414215;30.666459;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414415;30.666759;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414615;30.667059;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414816;30.667359;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.415016;30.667659;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414356;30.66695;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414496;30.667229;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.3.52.10;50.414623;30.667422;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/КМКЛ №1
10.5.40.12;50.406946;30.670015;Не вказана;/БМ Київ/Соцкультпобут/Дарницький/Ліцей «Інтелект»
10.5.41.11;;;IPC6224-IR;/БМ Київ/Соцкультпобут/Дарницький/Ліцей «Наукова зміна»
10.5.41.12;;;IPC6324-MIR;/БМ Київ/Соцкультпобут/Дарницький/Ліцей «Наукова зміна»
10.5.1.10;50.427985;30.658411;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/Палац культури Дарниця
10.5.1.10;50.427847;30.658342;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/Палац культури Дарниця
10.4.53.10;50.411384;30.654407;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Дарницький/Стомат поліклініка Дарницького
10.4.53.10;50.411584;30.654707;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Дарницький/Стомат поліклініка Дарницького
10.5.107.10;50.413376;30.617635;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ЦДЮТ
10.5.107.10;50.413576;30.617935;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ЦДЮТ
10.2.62.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.62.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.62.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.62.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.62.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.26.11;50.41376;30.665647;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.62.11;50.414091;30.665727;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.2.62.12;50.413732;30.665856;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.4.74.11;50.413665;30.665658;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.4.74.12;50.413989;30.665845;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД №3 Дарницького району
10.4.230.11;;;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД Амбулаторія 3
10.4.230.12;;;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Дарницький/ЦПМСД Амбулаторія 3
10.5.50.10;50.409104;30.614721;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ШДС «Перевесло»
10.5.50.10;50.409304;30.615021;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ШДС «Перевесло»
10.5.48.10;50.422127;30.708545;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ШДС «Пролісок»
10.5.49.10;50.421395;30.654812;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ШДС «Радосинь»
10.5.49.10;50.421595;30.655113;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/ШДС «Радосинь»
10.5.88.10;50.402349;30.672515;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/Школа-інтернат №10
10.3.26.10;50.416891;30.664439;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Дарницький/Школа-інтернат №12
10.2.81.11;50.509143;30.592637;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Библиотека для детей №115
10.2.81.12;50.509343;30.592937;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Библиотека для детей №115
10.2.102.10;50.484768;30.633364;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Библиотека ім.С.Олійника
10.2.102.10;50.484968;30.633664;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Библиотека ім.С.Олійника
10.2.102.10;50.485168;30.633964;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Библиотека ім.С.Олійника
10.2.102.10;50.485368;30.634264;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Библиотека ім.С.Олійника
10.2.80.12;50.502252;30.606309;Не вказана;/БМ Київ/Соцкультпобут/Деснянський/Бібліотека №141 Центральна
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.1.121.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Деснянський/Будинок дитини Берізка
10.2.162.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/Будинок культури с.Троєщина
10.2.162.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/Будинок культури с.Троєщина
10.1.178.10;50.467375;30.627893;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Вечірня школа №18
10.1.178.10;50.467575;30.628193;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Вечірня школа №18
10.1.178.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Вечірня школа №18
10.3.243.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/Гімназія 283
10.3.243.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/Гімназія 283
10.3.243.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/Гімназія 283
10.1.120.10;50.524133;30.615027;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Гімназія Троєщина Деснянського
10.1.120.10;50.524333;30.615327;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Гімназія Троєщина Деснянського
10.1.120.10;50.524533;30.615627;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Гімназія Троєщина Деснянського
10.1.120.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/Гімназія Троєщина Деснянського
10.4.48.10;50.512503;30.605021;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ «Підростайко»
10.4.48.10;50.512703;30.605321;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ «Підростайко»
10.3.198.10;50.478182;30.6228;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №102
10.3.198.10;50.478382;30.6231;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №102
10.3.198.10;50.478582;30.6234;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №102
10.3.198.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №102
10.3.198.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №102
10.3.214.10;50.514594;30.597815;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №111
10.3.214.10;50.514794;30.598115;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №111
10.3.214.10;50.514994;30.598415;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №111
10.3.214.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №111
10.3.214.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №111
10.3.92.10;50.48728;30.632999;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №12
10.3.92.10;50.48748;30.633299;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №12
10.3.92.10;50.487681;30.633599;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №12
10.1.167.10;50.517011;30.595324;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №125 комбінованого типу
10.1.167.10;50.517211;30.595624;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №125 комбінованого типу
10.1.167.10;50.517411;30.595924;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №125 комбінованого типу
10.1.167.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №125 комбінованого типу
10.1.167.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №125 комбінованого типу
10.3.33.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №136
10.3.33.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №136
10.3.33.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №136
10.3.33.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №136
10.3.33.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №136
10.1.162.10;50.534012;30.600063;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №15 «Едельвейс»
10.1.162.10;50.534264;30.600267;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №15 «Едельвейс»
10.1.162.10;50.534258;30.60076;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №15 «Едельвейс»
10.1.162.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №15 «Едельвейс»
10.1.162.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №15 «Едельвейс»
10.1.156.10;50.530297;30.606085;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №165
10.1.156.10;50.530497;30.606385;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №165
10.1.156.10;50.530697;30.606685;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №165
10.1.156.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №165
10.1.156.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №165
10.3.40.10;50.499353;30.586207;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №170
10.3.40.10;50.499553;30.586507;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №170
10.3.40.10;50.499753;30.586807;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №170
10.4.210.10;50.483949;30.66897;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №175
10.4.210.10;50.484149;30.66927;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №175
10.4.210.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №175
10.4.210.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №175
10.3.200.10;50.484534;30.635242;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №176
10.3.200.10;50.484734;30.635542;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №176
10.3.200.10;50.484934;30.635842;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №176
10.3.200.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №176
10.3.200.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №176
10.3.196.10;50.464075;30.63051;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №202
10.3.196.10;50.4643;30.630876;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №202
10.3.196.10;50.4645;30.631176;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №202
10.3.196.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №202
10.3.196.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №202
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.1.159.10;;;DS-7632NI-K2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №222
10.3.202.10;50.478775;30.628682;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №27
10.3.202.10;50.478975;30.628982;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №27
10.3.202.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №27
10.3.202.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №27
10.3.207.10;50.523025;30.601027;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №300
10.3.207.10;50.523225;30.601327;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №300
10.3.207.10;50.523425;30.601627;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №300
10.3.207.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №300
10.3.207.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №300
10.3.91.10;50.471844;30.633824;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №301
10.3.91.10;50.472044;30.634124;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №301
10.3.91.10;50.472244;30.634424;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №301
10.3.91.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №301
10.3.91.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №301
10.1.66.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №333
10.1.66.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №333
10.1.66.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №333
10.1.66.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №333
10.2.141.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №34 «Оріяна»
10.2.141.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №34 «Оріяна»
10.2.141.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №34 «Оріяна»
10.2.141.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №34 «Оріяна»
10.2.141.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №34 «Оріяна»
10.2.76.10;;;DS-7616NI-I2;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №362
10.3.90.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №39 «Світанок»
10.3.209.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №421
10.1.157.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №459
10.3.197.10;50.468332;30.628584;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №491
10.3.197.10;50.468532;30.628884;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №491
10.3.197.10;50.468732;30.629184;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №491
10.3.197.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №491
10.3.87.10;50.46993;30.634454;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №50
10.3.87.10;50.469992;30.634497;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №50
10.3.87.10;50.470043;30.634551;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №50
10.3.87.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №50
10.3.87.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №50
10.3.194.11;;;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №508
10.3.194.10;50.480761;30.632351;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №508
10.3.194.10;50.480961;30.632651;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №508
10.3.194.10;50.481161;30.632951;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №508
10.3.194.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №508
10.3.194.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №508
10.3.203.10;50.482658;30.629275;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №509
10.3.203.10;50.482858;30.629575;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №509
10.3.203.10;50.483058;30.629875;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №509
10.3.84.10;50.512503;30.605021;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №512 комбінованого типу
10.3.84.10;50.512703;30.605321;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №512 комбінованого типу
10.3.84.10;50.512903;30.605621;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №512 комбінованого типу
10.3.84.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №512 комбінованого типу
10.3.84.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №512 комбінованого типу
10.2.211.10;50.476212;30.629988;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №514
10.2.211.10;50.476412;30.630288;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №514
10.2.211.10;50.476612;30.630588;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №514
10.2.211.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №514
10.2.211.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №514
10.3.195.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №519
10.3.195.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №519
10.3.195.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №519
10.4.65.10;50.485253;30.630843;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №520 Юніор Санаторний
10.4.65.10;50.485453;30.631143;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №520 Юніор Санаторний
10.4.65.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №520 Юніор Санаторний
10.4.65.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №520 Юніор Санаторний
10.3.201.10;50.47783;30.625265;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №528
10.3.201.10;50.47803;30.625565;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №528
10.3.201.10;50.47823;30.625865;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №528
10.3.12.10;50.485088;30.634638;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №534
10.3.12.10;50.485288;30.634938;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №534
10.3.12.10;50.485488;30.635238;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №534
10.3.12.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №534
10.3.12.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №534
10.3.13.10;50.47693;30.636102;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №555
10.3.13.10;50.47713;30.636402;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №555
10.3.13.10;50.47733;30.636702;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №555
10.3.13.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №555
10.3.13.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №555
10.4.66.10;50.471088;30.639792;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №569 спеціальний
10.4.66.10;50.471143;30.639981;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №569 спеціальний
10.4.66.10;50.471211;30.639835;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №569 спеціальний
10.3.199.10;50.469739;30.626656;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №597
10.3.199.10;50.469939;30.626956;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №597
10.3.199.10;50.470139;30.627256;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №597
10.3.233.10;50.505395;30.61054;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №689
10.3.233.10;50.505595;30.61084;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №689
10.3.233.10;50.505795;30.61114;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Деснянський/ДНЗ №689
