IP;Latitude;Longitude;Model_Cam;District
10.5.23.10;50.410593;30.658159;DS-7604NI-K1-HDD1;
10.7.79.10;50.448836;30.617648;DS-7604NI-K1-HDD1;
10.6.232.10;50.507085;30.412632;DS-7604NI-K1-HDD1;
10.3.26.10;50.416817;30.664321;DS-7604NI-K1-HDD1;
10.4.126.10;50.435279;30.629206;DS-7604NI-K1-HDD1;
10.5.24.10;50.414302;30.66159;DS-7604NI-K1-HDD1;
10.2.86.11;50.457743;30.588612;DS-2CD2125F-I;
10.2.210.10;50.428859;30.535619;DS-7604NI-K1-HDD1;
10.3.153.10;50.475043;30.599808;DS-7604NI-K1-HDD1;
10.5.99.10;50.384811;30.697321;DS-7604NI-K1-HDD1;
10.3.24.10;50.428418;30.517852;DS-7604NI-K1-HDD1;
10.1.177.10;50.474053;30.62561;DS-7608NI-K2-T1-C;
10.5.103.10;50.411549;30.63762;DS-7604NI-K1-HDD1;
10.5.102.10;50.411547;30.641293;DS-7604NI-K1-HDD1;
10.5.104.10;50.413392;30.648952;DS-7608NI-K2-T1-C;
10.5.93.10;50.410979;30.649526;DS-7604NI-K1-HDD1;
10.5.95.10;50.409014;30.660255;DS-7604NI-K1-HDD1;
10.1.182.10;50.542999;30.490003;DS-7616NI-K2-T2-C;
10.1.182.10;50.543599;30.490903;DS-7616NI-K2-T2-C;
10.1.182.10;50.543999;30.491503;DS-7616NI-K2-T2-C;
10.1.182.10;50.542799;30.489703;DS-7616NI-K2-T2-C;
10.5.48.10;50.421927;30.708245;DS-7604NI-K1-HDD1;
10.5.88.10;50.402549;30.672815;DS-7604NI-K1-HDD1;
10.2.49.10;50.458242;30.4826;DS-7604NI-K1-HDD1;
10.6.134.10;50.44121;30.439313;DS-7604NI-K1-HDD1;
10.5.241.10;50.523368;30.493417;DS-7604NI-K1-HDD1;
10.4.89.10;50.449924;30.499163;DS-7604NI-K1-HDD1;
10.5.76.10;50.40679;30.654123;DS-7604NI-K1-HDD1;
10.5.32.10;50.406363;30.652837;DS-7604NI-K1-HDD1;
10.2.20.11;50.438574;30.603453;DS-2CD2125F-I;
10.2.20.12;50.438774;30.603753;DS-2CD2T25FWD-I3;
10.2.19.11;50.444736;30.593294;DS-2CD2125F-I;
10.7.75.10;50.434937;30.596972;DS-7604NI-K1-HDD1;
10.3.118.10;50.45822;30.437163;DS-7604NI-K1-HDD1;
10.4.65.10;50.485053;30.630543;DS-7608NI-K2-T1-C;
10.2.167.10;50.454245;30.472753;DS-7604NI-K1-HDD1;
10.7.34.10;50.368202;30.540927;DS-7604NI-K1-HDD1;
10.5.52.10;50.394202;30.641382;DS-7604NI-K1-HDD1;
10.2.48.10;50.465259;30.474979;DS-7604NI-K1-HDD1;
10.6.120.10;50.443039;30.422015;DS-7604NI-K1-HDD1;
10.3.72.10;50.49145;30.598384;DS-7604NI-K1-HDD1;
10.6.2.10;50.459509;30.373094;DS-7604NI-K1-HDD1;
10.6.171.10;50.428476;30.427264;DS-7608NI-K2-T1-C;
10.6.171.10;50.428876;30.427864;DS-7608NI-K2-T1-C;
10.6.171.10;50.429076;30.428164;DS-7608NI-K2-T1-C;
10.5.56.10;50.404591;30.634907;DS-7604NI-K1-HDD1;
10.1.151.10;50.465302;30.615851;DS-7604NI-K1-HDD1;
10.5.196.10;50.524261;30.496646;DS-7604NI-K1-HDD1;
10.3.249.10;50.462969;30.622388;DS-7604NI-K1-HDD1;
10.4.75.10;50.447592;30.600542;DS-7608NI-K2-T1-C;
10.7.86.10;50.446974;30.599527;DS-7604NI-K1-HDD1;
10.2.32.10;50.448324;30.517919;DS-7604NI-K1-HDD1;
10.2.225.10;50.527084;30.503369;DS-7604NI-K1-HDD1;
10.4.116.10;50.491167;30.580246;DS-7604NI-K1-HDD1;
10.5.28.10;50.419251;30.646253;DS-7608NI-K2-T1-C;
10.5.28.10;50.419451;30.646553;DS-7608NI-K2-T1-C;
10.5.92.10;50.424179;30.65374;DS-7604NI-K1-HDD1;
10.2.139.10;50.515373;30.611105;DS-7608NI-K2-T1-C;
10.4.237.10;50.442859;30.613297;DS-7604NI-K1-HDD1;
10.4.237.10;50.443059;30.613597;DS-7604NI-K1-HDD1;
10.5.29.10;50.422819;30.661018;DS-7604NI-K1-HDD1;
10.5.100.10;50.417346;30.647613;DS-7604NI-K1-HDD1;
10.1.112.10;50.45586;30.488493;DS-7604NI-K1-HDD1;
10.2.122.10;50.453929;30.626178;DS-7604NI-K1-HDD1;
10.5.87.10;50.42458;30.660469;DS-7604NI-K1-HDD1;
10.5.108.10;50.423247;30.658011;DS-7604NI-K1-HDD1;
10.5.19.10;50.406262;30.663427;DS-7604NI-K1-HDD1;
10.4.159.10;50.44223;30.618431;DS-7604NI-K1-HDD1;
10.2.195.10;50.43631;30.413185;DS-7608NI-K2-T1-C;
10.5.243.10;50.522316;30.456953;DS-7604NI-K1-HDD1;
10.4.81.10;50.39734;30.64844;DS-7604NI-K1-HDD1;
10.5.57.10;50.403209;30.661362;DS-7604NI-K1-HDD1;
10.4.11.10;50.444071;30.61757;DS-7608NI-K2-T1-C;
10.4.135.10;50.427632;30.598193;DS-7604NI-K1-HDD1;
10.5.53.10;50.407037;30.632619;DS-7604NI-K1-HDD1;
10.2.67.10;50.453399;30.63298;DS-7604NI-K1-HDD1;
10.9.60.10;50.370433;30.45917;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.11;50.379231;30.44566;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.12;50.379566;30.446261;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.133;50.386478;30.485909;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.134;50.386616;30.485268;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.135;50.381046;30.476842;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.136;50.381033;30.476847;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.137;50.382716;30.47801;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.138;50.383168;30.478409;DS-2CD4A26FWD-IZS/P;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.139;50.383185;30.478274;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.13;50.381482;30.44607;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.140;50.387428;30.481247;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.141;50.387428;30.481247;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.142;50.38995;30.488021;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.143;50.389854;30.482397;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.144;50.390085;30.483004;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.145;50.390098;30.482801;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.146;50.392338;30.484533;DS-2DF8436IX-AELW;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.147;50.393373;30.484764;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.148;50.392966;30.483863;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.149;50.393059;30.483852;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.14;50.381417;30.446355;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.15;50.380723;30.447304;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.16;50.383159;30.451824;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.17;50.38261;30.45158;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.18;50.382441;30.452575;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.19;50.38227;30.452817;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.20;50.381938;30.4533;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.21;50.378836;30.457462;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.22;50.378394;30.45853;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.23;50.37836;30.458541;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.24;50.377714;30.467132;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.25;50.376886;30.467652;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.26;50.376216;30.467373;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.27;50.376113;30.467778;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.28;50.375706;30.467172;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.5;50.376583;30.454111;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.6;50.377544;30.453955;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.7;50.36924;30.451558;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.8;50.369284;30.451582;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.60.9;50.369797;30.457571;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.10;50.392493;30.505865;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.11;50.39262;30.506075;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.12;50.397092;30.509837;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.133;50.402287;30.517935;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.134;50.404735;30.520588;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.135;50.404596;30.517718;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.136;50.405286;30.518043;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.137;50.405819;30.521751;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.138;50.406366;30.518778;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.139;50.407382;30.517942;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.13;50.397092;30.509837;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.140;50.40609;30.517408;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.141;50.405928;30.517506;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.142;50.402426;30.513024;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.143;50.402355;30.513072;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.144;50.400306;30.511023;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.14;50.397263;30.509766;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.15;50.39751;30.509551;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.16;50.397644;30.508947;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.17;50.397611;30.508979;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.5;50.390228;30.5005;DS-2CD1623G0-IZ;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.6;50.389957;30.500272;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.7;50.390362;30.500967;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.8;50.391527;30.503771;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.61.9;50.391527;30.503782;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.10;50.414758;30.524375;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.11;50.412864;30.523587;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.12;50.412296;30.524291;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.133;50.362687;30.556759;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.134;50.362581;30.556729;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.135;50.370869;30.550424;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.136;50.37074;30.550112;DS-2CD2055FWD-I;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.137;50.369028;30.549931;DS-2CD2055FWD-I;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.138;50.371055;30.550123;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.139;50.371072;30.55008;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.13;50.412952;30.524626;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.140;50.37101;30.549828;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.141;50.37101;30.549779;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.142;50.371325;30.549184;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.143;50.371424;30.549517;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.144;50.371445;30.549463;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.145;50.371137;30.549527;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.146;50.371096;30.549506;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.147;50.371462;30.548658;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.148;50.371708;30.548015;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.14;50.411742;30.525074;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.15;50.412973;30.525578;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.16;50.4118;30.525675;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.17;50.411968;30.526684;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.18;50.412088;30.526195;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.19;50.410259;30.525741;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.20;50.409647;30.524529;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.21;50.409494;30.523558;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.22;50.408953;30.522668;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.23;50.408707;30.522625;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.24;50.408268;30.521812;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.5;50.414843;30.521752;DS-2CD2T25FHWD-I8;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.6;50.413444;30.522798;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.7;50.413403;30.522878;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.8;50.413516;30.522823;DS-2DF8436IX-AELW;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.9.62.9;50.413941;30.524686;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/КСВ_Голосіївського_р-ну
10.10.1.11;50.417571;30.514275;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.1.12;50.417472;30.51435;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.1.13;50.417684;30.514211;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.12.11;50.36055;30.463349;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.12.13;50.360513;30.463375;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.13.11;50.360216;30.466699;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.13.12;50.360165;30.466688;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.14.11;50.42671;30.50531;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.14.12;50.42671;30.50531;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.14.13;50.42671;30.50531;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.15.11;50.36034;30.468544;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.15.12;50.360425;30.468571;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.16.11;50.427806;30.511275;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.16.12;50.427799;30.511162;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.16.13;50.427864;30.511275;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.17.11;50.358433;30.472351;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.17.12;50.358488;30.472184;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.18.11;50.356007;30.476133;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.18.12;50.356284;30.476063;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.18.13;50.356061;30.476159;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.19.11;50.353855;30.489591;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.19.12;50.353809;30.489533;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.2.11;50.392857;30.486109;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.2.12;50.392929;30.48611;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.2.13;50.393001;30.486073;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.20.11;50.414507;30.522095;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.20.12;50.414524;30.521982;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.20.13;50.414555;30.522175;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.21.11;50.337998;30.541411;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.21.12;50.338101;30.541346;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.21.13;50.337937;30.541164;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.21.21;50.337677;30.5411;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/Перехрестя
10.10.21.22;50.337838;30.541207;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.23.11;50.342397;30.532668;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.23.12;50.342263;30.532663;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.23.21;50.339963;30.525233;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.23.22;50.339894;30.52527;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.23.31;50.339091;30.519495;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.23.32;50.339045;30.51952;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.11;50.338908;30.554165;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.21;50.338805;30.554203;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.22;50.339014;30.554224;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.23;50.338966;30.554163;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.24;50.338863;30.554217;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.31;50.342081;30.549575;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.32;50.342122;30.549318;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.25.33;50.34193;30.549565;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.26.11;50.32671;30.561402;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.26.12;50.326563;30.561455;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.26.13;50.326649;30.561396;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.28.11;50.399597;30.529227;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.28.12;50.39964;30.52925;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.28.13;50.39964;30.52925;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.28.21;50.399426;30.52957;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.28.22;50.399378;30.529559;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.28.23;50.39947;30.52964;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.11;50.37007;30.458429;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.12;50.370032;30.458477;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.13;50.370039;30.45845;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.21;50.370178;30.458301;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.22;50.370202;30.458262;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.23;50.370167;30.458333;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.31;50.370769;30.457497;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.32;50.370735;30.457566;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.33;50.370701;30.457561;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.41;50.371038;30.457651;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.42;50.370934;30.457717;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.29.43;50.370564;30.458173;iDS-2CD9525-ASD;/БМ Київ/Голосіївський район/Перехрестя
10.10.3.11;50.403901;30.524629;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.3.12;50.403823;30.524635;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.3.13;50.40387;30.52463;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.4.11;50.383034;30.482484;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.4.12;50.383054;30.482333;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.4.13;50.383167;30.48251;DS-2CD4026FWD/P-AI;/БМ Київ/Голосіївський район/Перехрестя
10.10.5.11;50.40902;30.491614;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
10.10.5.12;50.408613;30.491974;DS-2CD4B26FWD-IZS;/БМ Київ/Голосіївський район/Перехрестя
